"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3462","adminCanCreateUserWithCorrectDataTest()","","Sat May 23 21:21:48 UTC 2026","passed","Sat May 23 21:21:51 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","0","userCanDepositInvalidMoneyToHisOwnAccountTestV1(double, String)","","Sat May 23 21:22:05 UTC 2026","skipped","Sat May 23 21:22:05 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV1"
"","4592","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) Deposit -5000 should return error: Invalid account or amount","","Sat May 23 21:21:54 UTC 2026","passed","Sat May 23 21:21:58 UTC 2026","","iteration2.api.DepositAccountTest","iteration2.api.DepositAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","4536","AuthUserCanUpdateProfileNameTest()","","Sat May 23 21:21:58 UTC 2026","passed","Sat May 23 21:22:03 UTC 2026","","iteration2.api.UpdateProfileTest","iteration2.api.UpdateProfileTest","AuthUserCanUpdateProfileNameTest"
"","4304","AuthUserCannotUpdateProfileWithInvalidNameTest(String, String) [1] name=Rope Block Tra, errorValue=Name must contain two words with letters only","","Sat May 23 21:22:03 UTC 2026","passed","Sat May 23 21:22:07 UTC 2026","","iteration2.api.UpdateProfileTest","iteration2.api.UpdateProfileTest","AuthUserCannotUpdateProfileWithInvalidNameTest"
"","1115","userCanGenerateAuthTokenTest()","","Sat May 23 21:21:57 UTC 2026","passed","Sat May 23 21:21:58 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","561","adminCanGenerateAuthTokenTest()","","Sat May 23 21:21:56 UTC 2026","passed","Sat May 23 21:21:57 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","10246","userCanDepositInvalidMoneyToHisOwnAccountTest(double, String) Deposit -5000 should return error: ❌ Please enter a valid amount.","","Sat May 23 21:21:55 UTC 2026","passed","Sat May 23 21:22:05 UTC 2026","","iteration2.ui.DepositAccountTest","iteration2.ui.DepositAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTest"
"","9916","AuthUserCanTransferMoneyToNotHisAccountTest()","","Sat May 23 21:22:07 UTC 2026","passed","Sat May 23 21:22:16 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","AuthUserCanTransferMoneyToNotHisAccountTest"
"","13203","AuthUserCannotUpdateProfileWithSameNameTest()","","Sat May 23 21:22:11 UTC 2026","passed","Sat May 23 21:22:24 UTC 2026","","iteration2.ui.UpdateProfileTest","iteration2.ui.UpdateProfileTest","AuthUserCannotUpdateProfileWithSameNameTest"
"","7643","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) [3] amount=10000.01, errorValue=Transfer amount cannot exceed 10000","","Sat May 23 21:22:07 UTC 2026","passed","Sat May 23 21:22:14 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","7861","userCanCreateAccountTest()","","Sat May 23 21:21:58 UTC 2026","passed","Sat May 23 21:22:06 UTC 2026","","iteration1.ui.CreateAccountTest","iteration1.ui.CreateAccountTest","userCanCreateAccountTest"
"","0","userCanDepositInvalidMoneyToHisOwnAccountTestV1(double, String)","","Sat May 23 21:22:11 UTC 2026","skipped","Sat May 23 21:22:11 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV1"
"","2669","adminCanCreateUserWithInvalidDataTest(String, String, UserRole, String, List) [1] username=   , password=Password33$, role=USER, errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","Sat May 23 21:21:52 UTC 2026","passed","Sat May 23 21:21:54 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithInvalidDataTest"
"","14506","userCanLoginWithCorrectDataTest()","","Sat May 23 21:22:01 UTC 2026","passed","Sat May 23 21:22:16 UTC 2026","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","userCanLoginWithCorrectDataTest"
"","743","adminCanCreateUserWithInvalidDataTest(String, String, UserRole, String, List) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Sat May 23 21:21:54 UTC 2026","passed","Sat May 23 21:21:55 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithInvalidDataTest"
"","9660","AuthUserCannotUpdateProfileWithInvalidNameTest(String, String) [2] name=John, errorValue=Name must contain two words with letters only","","Sat May 23 21:21:57 UTC 2026","passed","Sat May 23 21:22:07 UTC 2026","","iteration2.ui.UpdateProfileTest","iteration2.ui.UpdateProfileTest","AuthUserCannotUpdateProfileWithInvalidNameTest"
"","14966","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) [1] amount=0.009, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sat May 23 21:21:43 UTC 2026","passed","Sat May 23 21:21:58 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","20358","AuthUserCanTransferMoneyBetweenHisOwnAccountsTest()","","Sat May 23 21:22:01 UTC 2026","passed","Sat May 23 21:22:22 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","AuthUserCanTransferMoneyBetweenHisOwnAccountsTest"
"","5376","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) [1] amount=0.009, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sat May 23 21:21:55 UTC 2026","passed","Sat May 23 21:22:00 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","544","adminCanCreateUserWithInvalidDataTest(String, String, UserRole, String, List) [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Sat May 23 21:21:56 UTC 2026","passed","Sat May 23 21:21:56 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithInvalidDataTest"
"","815","adminCanCreateUserWithInvalidDataTest(String, String, UserRole, String, List) [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Sat May 23 21:21:55 UTC 2026","passed","Sat May 23 21:21:56 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithInvalidDataTest"
"","14196","AuthUserCanUpdateProfileNameTest()","","Sat May 23 21:21:43 UTC 2026","passed","Sat May 23 21:21:57 UTC 2026","","iteration2.ui.UpdateProfileTest","iteration2.ui.UpdateProfileTest","AuthUserCanUpdateProfileNameTest"
"","0","userCanDepositInvalidMoneyToHisOwnAccountTest(double, String)","","Sat May 23 21:21:48 UTC 2026","skipped","Sat May 23 21:21:48 UTC 2026","","iteration2.api.DepositAccountTest","iteration2.api.DepositAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTest"
"","15327","AuthUserCannotTransferMoneyMoreThenExistTest()","","Sat May 23 21:21:46 UTC 2026","passed","Sat May 23 21:22:01 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","AuthUserCannotTransferMoneyMoreThenExistTest"
"","4768","AuthUserCannotUpdateProfileWithInvalidNameTest(String, String) [2] name=John, errorValue=Name must contain two words with letters only","","Sat May 23 21:22:00 UTC 2026","passed","Sat May 23 21:22:05 UTC 2026","","iteration2.api.UpdateProfileTest","iteration2.api.UpdateProfileTest","AuthUserCannotUpdateProfileWithInvalidNameTest"
"","12251","userCanDepositInvalidMoneyToHisOwnAccountTest(double, String) Deposit 5000.001 should return error: ❌ Please deposit less or equal to 5000$.","","Sat May 23 21:21:58 UTC 2026","passed","Sat May 23 21:22:11 UTC 2026","","iteration2.ui.DepositAccountTest","iteration2.ui.DepositAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTest"
"","9291","adminCanLoginWithCorrectDataTest()","","Sat May 23 21:22:01 UTC 2026","passed","Sat May 23 21:22:10 UTC 2026","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","9724","AuthUserCanTransferMoneyBetweenHisOwnAccountsTest()","","Sat May 23 21:22:07 UTC 2026","passed","Sat May 23 21:22:17 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","AuthUserCanTransferMoneyBetweenHisOwnAccountsTest"
"","4923","userCanCreateAccountTest()","","Sat May 23 21:21:43 UTC 2026","passed","Sat May 23 21:21:48 UTC 2026","","iteration1.api.CreateAccountTest","iteration1.api.CreateAccountTest","userCanCreateAccountTest"
"","9212","AuthUserCannotTransferMoneyMoreThenExistTest()","","Sat May 23 21:22:06 UTC 2026","passed","Sat May 23 21:22:15 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","AuthUserCannotTransferMoneyMoreThenExistTest"
"","8759","userCannotDepositMoneyToNotHisAccountTest()","","Sat May 23 21:21:48 UTC 2026","passed","Sat May 23 21:21:57 UTC 2026","","iteration2.api.DepositAccountTest","iteration2.api.DepositAccountTest","userCannotDepositMoneyToNotHisAccountTest"
"","15881","adminCanCreateUserTest()","","Sat May 23 21:22:07 UTC 2026","passed","Sat May 23 21:22:23 UTC 2026","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCanCreateUserTest"
"","11943","userCanDepositMoneyToHisOwnAccountTest()","","Sat May 23 21:21:46 UTC 2026","passed","Sat May 23 21:21:58 UTC 2026","","iteration2.ui.DepositAccountTest","iteration2.ui.DepositAccountTest","userCanDepositMoneyToHisOwnAccountTest"
