"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5416","AuthUserCannotUpdateProfileWithInvalidNameTest(String, String) [2] name=John, errorValue=Name must contain two words with letters only","","Sat May 23 21:49:01 UTC 2026","passed","Sat May 23 21:49:06 UTC 2026","","iteration2.api.UpdateProfileTest","iteration2.api.UpdateProfileTest","AuthUserCannotUpdateProfileWithInvalidNameTest"
"","1858","adminCanCreateUserWithCorrectDataTest()","","Sat May 23 21:48:47 UTC 2026","passed","Sat May 23 21:48:48 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","5862","AuthUserCannotTransferMoneyMoreThenExistTest()","","Sat May 23 21:48:57 UTC 2026","passed","Sat May 23 21:49:03 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","AuthUserCannotTransferMoneyMoreThenExistTest"
"","5877","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) [2] amount=-10000, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sat May 23 21:48:57 UTC 2026","passed","Sat May 23 21:49:03 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","16661","AuthUserCannotTransferMoneyMoreThenExistTest()","","Sat May 23 21:48:43 UTC 2026","passed","Sat May 23 21:49:00 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","AuthUserCannotTransferMoneyMoreThenExistTest"
"","6","userCanDepositInvalidMoneyToHisOwnAccountTest(double, String)","","Sat May 23 21:48:45 UTC 2026","skipped","Sat May 23 21:48:45 UTC 2026","","iteration2.api.DepositAccountTest","iteration2.api.DepositAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTest"
"","5070","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) [1] amount=0.009, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sat May 23 21:48:52 UTC 2026","passed","Sat May 23 21:48:57 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","14221","AuthUserCanUpdateProfileNameTest()","","Sat May 23 21:48:40 UTC 2026","passed","Sat May 23 21:48:55 UTC 2026","","iteration2.ui.UpdateProfileTest","iteration2.ui.UpdateProfileTest","AuthUserCanUpdateProfileNameTest"
"","14914","AuthUserCanTransferMoneyBetweenHisOwnAccountsTest()","","Sat May 23 21:49:00 UTC 2026","passed","Sat May 23 21:49:15 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","AuthUserCanTransferMoneyBetweenHisOwnAccountsTest"
"","4534","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) Deposit -5000 should return error: Invalid account or amount","","Sat May 23 21:48:51 UTC 2026","passed","Sat May 23 21:48:56 UTC 2026","","iteration2.api.DepositAccountTest","iteration2.api.DepositAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","21073","AuthUserCanTransferMoneyToNotHisAccountTest()","","Sat May 23 21:48:54 UTC 2026","passed","Sat May 23 21:49:15 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","AuthUserCanTransferMoneyToNotHisAccountTest"
"","10913","AuthUserCanTransferMoneyToNotHisAccountTest()","","Sat May 23 21:49:03 UTC 2026","passed","Sat May 23 21:49:14 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","AuthUserCanTransferMoneyToNotHisAccountTest"
"","6614","adminCannotCreateUserWithInvalidDataTest()","","Sat May 23 21:49:07 UTC 2026","passed","Sat May 23 21:49:14 UTC 2026","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","11652","userCannotDepositMoneyToNotHisAccountTest()","","Sat May 23 21:48:40 UTC 2026","passed","Sat May 23 21:48:52 UTC 2026","","iteration2.ui.DepositAccountTest","iteration2.ui.DepositAccountTest","userCannotDepositMoneyToNotHisAccountTest"
"","5518","adminCanLoginWithCorrectDataTest()","","Sat May 23 21:49:03 UTC 2026","passed","Sat May 23 21:49:08 UTC 2026","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","0","userCanDepositInvalidMoneyToHisOwnAccountTestV1(double, String)","","Sat May 23 21:49:10 UTC 2026","skipped","Sat May 23 21:49:10 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV1"
"","2077","userCanGenerateAuthTokenTest()","","Sat May 23 21:48:54 UTC 2026","passed","Sat May 23 21:48:56 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","877","adminCanGenerateAuthTokenTest()","","Sat May 23 21:48:53 UTC 2026","passed","Sat May 23 21:48:54 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","10940","adminCanCreateUserTest()","","Sat May 23 21:49:10 UTC 2026","passed","Sat May 23 21:49:21 UTC 2026","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCanCreateUserTest"
"","9912","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) [3] amount=10000.01, errorValue=Transfer amount cannot exceed 10000","","Sat May 23 21:49:03 UTC 2026","passed","Sat May 23 21:49:13 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","6206","userCanCreateAccountTest()","","Sat May 23 21:48:40 UTC 2026","passed","Sat May 23 21:48:47 UTC 2026","","iteration1.api.CreateAccountTest","iteration1.api.CreateAccountTest","userCanCreateAccountTest"
"","9781","AuthUserCannotUpdateProfileWithInvalidNameTest(String, String) [2] name=John, errorValue=Name must contain two words with letters only","","Sat May 23 21:48:55 UTC 2026","passed","Sat May 23 21:49:04 UTC 2026","","iteration2.ui.UpdateProfileTest","iteration2.ui.UpdateProfileTest","AuthUserCannotUpdateProfileWithInvalidNameTest"
"","9623","AuthUserCannotUpdateProfileWithSameNameTest()","","Sat May 23 21:49:10 UTC 2026","passed","Sat May 23 21:49:19 UTC 2026","","iteration2.ui.UpdateProfileTest","iteration2.ui.UpdateProfileTest","AuthUserCannotUpdateProfileWithSameNameTest"
"","460","adminCanCreateUserWithInvalidDataTest(String, String, UserRole, String, List) [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Sat May 23 21:48:52 UTC 2026","passed","Sat May 23 21:48:53 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithInvalidDataTest"
"","2574","adminCanCreateUserWithInvalidDataTest(String, String, UserRole, String, List) [1] username=   , password=Password33$, role=USER, errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","Sat May 23 21:48:48 UTC 2026","passed","Sat May 23 21:48:51 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithInvalidDataTest"
"","4064","userCannotDepositMoneyToNotExistedAccountTest()","","Sat May 23 21:48:41 UTC 2026","passed","Sat May 23 21:48:45 UTC 2026","","iteration2.api.DepositAccountTest","iteration2.api.DepositAccountTest","userCannotDepositMoneyToNotExistedAccountTest"
"","8442","userCannotDepositMoneyToNotHisAccountTest()","","Sat May 23 21:48:45 UTC 2026","passed","Sat May 23 21:48:54 UTC 2026","","iteration2.api.DepositAccountTest","iteration2.api.DepositAccountTest","userCannotDepositMoneyToNotHisAccountTest"
"","14697","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) [1] amount=0.009, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sat May 23 21:48:40 UTC 2026","passed","Sat May 23 21:48:55 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","976","adminCanCreateUserWithInvalidDataTest(String, String, UserRole, String, List) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Sat May 23 21:48:51 UTC 2026","passed","Sat May 23 21:48:52 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithInvalidDataTest"
"","5103","AuthUserCanUpdateProfileNameTest()","","Sat May 23 21:48:56 UTC 2026","passed","Sat May 23 21:49:01 UTC 2026","","iteration2.api.UpdateProfileTest","iteration2.api.UpdateProfileTest","AuthUserCanUpdateProfileNameTest"
"","9810","userCanLoginWithCorrectDataTest()","","Sat May 23 21:49:07 UTC 2026","passed","Sat May 23 21:49:17 UTC 2026","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","userCanLoginWithCorrectDataTest"
"","4653","AuthUserCannotUpdateProfileWithInvalidNameTest(String, String) [1] name=Rope Block Tra, errorValue=Name must contain two words with letters only","","Sat May 23 21:49:02 UTC 2026","passed","Sat May 23 21:49:07 UTC 2026","","iteration2.api.UpdateProfileTest","iteration2.api.UpdateProfileTest","AuthUserCannotUpdateProfileWithInvalidNameTest"
"","8621","userCanDepositInvalidMoneyToHisOwnAccountTest(double, String) Deposit -5000 should return error: ❌ Please enter a valid amount.","","Sat May 23 21:48:52 UTC 2026","passed","Sat May 23 21:49:01 UTC 2026","","iteration2.ui.DepositAccountTest","iteration2.ui.DepositAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTest"
"","10771","AuthUserCannotUpdateProfileWithInvalidNameTest(String, String) [1] name=Rope Block Tra, errorValue=Name must contain two words with letters only","","Sat May 23 21:49:04 UTC 2026","passed","Sat May 23 21:49:15 UTC 2026","","iteration2.ui.UpdateProfileTest","iteration2.ui.UpdateProfileTest","AuthUserCannotUpdateProfileWithInvalidNameTest"
