"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","userCanDepositInvalidMoneyToHisOwnAccountTest(double, String)","","Sat May 23 19:34:47 UTC 2026","skipped","Sat May 23 19:34:47 UTC 2026","","iteration2.api.DepositAccountTest","iteration2.api.DepositAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTest"
"","1172","adminCanCreateUserWithInvalidDataTest(String, String, UserRole, String, List) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Sat May 23 19:34:51 UTC 2026","passed","Sat May 23 19:34:53 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithInvalidDataTest"
"","1105","adminCanGenerateAuthTokenTest()","","Sat May 23 19:34:54 UTC 2026","passed","Sat May 23 19:34:55 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","16693","AuthUserCanTransferMoneyBetweenHisOwnAccountsTest()","","Sat May 23 19:34:56 UTC 2026","passed","Sat May 23 19:35:12 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","AuthUserCanTransferMoneyBetweenHisOwnAccountsTest"
"","7533","AuthUserCannotUpdateProfileWithInvalidNameTest(String, String) [2] name=John, errorValue=Name must contain two words with letters only","","Sat May 23 19:34:55 UTC 2026","passed","Sat May 23 19:35:03 UTC 2026","","iteration2.ui.UpdateProfileTest","iteration2.ui.UpdateProfileTest","AuthUserCannotUpdateProfileWithInvalidNameTest"
"","5776","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) [2] amount=-10000, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sat May 23 19:35:02 UTC 2026","passed","Sat May 23 19:35:08 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","1953","userCanGenerateAuthTokenTest()","","Sat May 23 19:34:55 UTC 2026","passed","Sat May 23 19:34:57 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","6436","adminCanLoginWithCorrectDataTest()","","Sat May 23 19:35:01 UTC 2026","passed","Sat May 23 19:35:08 UTC 2026","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","16773","adminCannotCreateUserWithInvalidDataTest()","","Sat May 23 19:35:03 UTC 2026","passed","Sat May 23 19:35:20 UTC 2026","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","5603","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) [3] amount=10000.01, errorValue=Transfer amount cannot exceed 10000","","Sat May 23 19:35:08 UTC 2026","passed","Sat May 23 19:35:13 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","15087","userCanLoginWithCorrectDataTest()","","Sat May 23 19:35:04 UTC 2026","passed","Sat May 23 19:35:19 UTC 2026","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","userCanLoginWithCorrectDataTest"
"","15952","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) [3] amount=10000.01, errorValue=Transfer amount cannot exceed 10000","","Sat May 23 19:35:02 UTC 2026","passed","Sat May 23 19:35:18 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","556","adminCanCreateUserWithInvalidDataTest(String, String, UserRole, String, List) [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Sat May 23 19:34:53 UTC 2026","passed","Sat May 23 19:34:53 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithInvalidDataTest"
"","20781","AuthUserCanTransferMoneyToNotHisAccountTest()","","Sat May 23 19:34:54 UTC 2026","passed","Sat May 23 19:35:15 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","AuthUserCanTransferMoneyToNotHisAccountTest"
"","7741","AuthUserCanTransferMoneyBetweenHisOwnAccountsTest()","","Sat May 23 19:35:10 UTC 2026","passed","Sat May 23 19:35:17 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","AuthUserCanTransferMoneyBetweenHisOwnAccountsTest"
"","0","userCanDepositInvalidMoneyToHisOwnAccountTestV1(double, String)","","Sat May 23 19:35:10 UTC 2026","skipped","Sat May 23 19:35:10 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV1"
"","1951","adminCanCreateUserWithCorrectDataTest()","","Sat May 23 19:34:47 UTC 2026","passed","Sat May 23 19:34:49 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","14172","AuthUserCannotUpdateProfileWithInvalidNameTest(String, String) [1] name=Rope Block Tra, errorValue=Name must contain two words with letters only","","Sat May 23 19:35:03 UTC 2026","passed","Sat May 23 19:35:17 UTC 2026","","iteration2.ui.UpdateProfileTest","iteration2.ui.UpdateProfileTest","AuthUserCannotUpdateProfileWithInvalidNameTest"
"","14700","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) [2] amount=-10000, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sat May 23 19:34:58 UTC 2026","passed","Sat May 23 19:35:13 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","7328","userCannotDepositMoneyToNotHisAccountTest()","","Sat May 23 19:34:47 UTC 2026","passed","Sat May 23 19:34:54 UTC 2026","","iteration2.api.DepositAccountTest","iteration2.api.DepositAccountTest","userCannotDepositMoneyToNotHisAccountTest"
"","17206","adminCanCreateUserTest()","","Sat May 23 19:35:04 UTC 2026","passed","Sat May 23 19:35:22 UTC 2026","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCanCreateUserTest"
"","3358","AuthUserCannotUpdateProfileWithInvalidNameTest(String, String) [1] name=Rope Block Tra, errorValue=Name must contain two words with letters only","","Sat May 23 19:35:01 UTC 2026","passed","Sat May 23 19:35:04 UTC 2026","","iteration2.api.UpdateProfileTest","iteration2.api.UpdateProfileTest","AuthUserCannotUpdateProfileWithInvalidNameTest"
"","11493","AuthUserCannotUpdateProfileWithSameNameTest()","","Sat May 23 19:35:10 UTC 2026","passed","Sat May 23 19:35:22 UTC 2026","","iteration2.ui.UpdateProfileTest","iteration2.ui.UpdateProfileTest","AuthUserCannotUpdateProfileWithSameNameTest"
"","4478","userCanCreateAccountTest()","","Sat May 23 19:34:42 UTC 2026","passed","Sat May 23 19:34:46 UTC 2026","","iteration1.api.CreateAccountTest","iteration1.api.CreateAccountTest","userCanCreateAccountTest"
"","13650","AuthUserCanUpdateProfileNameTest()","","Sat May 23 19:34:42 UTC 2026","passed","Sat May 23 19:34:55 UTC 2026","","iteration2.ui.UpdateProfileTest","iteration2.ui.UpdateProfileTest","AuthUserCanUpdateProfileNameTest"
"","6251","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) [1] amount=0.009, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sat May 23 19:34:56 UTC 2026","passed","Sat May 23 19:35:02 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","9069","userCanDepositInvalidMoneyToHisOwnAccountTest(double, String) Deposit 5000.001 should return error: ❌ Please deposit less or equal to 5000$.","","Sat May 23 19:34:54 UTC 2026","passed","Sat May 23 19:35:03 UTC 2026","","iteration2.ui.DepositAccountTest","iteration2.ui.DepositAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTest"
"","16817","AuthUserCannotTransferMoneyMoreThenExistTest()","","Sat May 23 19:34:45 UTC 2026","passed","Sat May 23 19:35:02 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","AuthUserCannotTransferMoneyMoreThenExistTest"
"","16421","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) [1] amount=0.009, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sat May 23 19:34:42 UTC 2026","passed","Sat May 23 19:34:58 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","10809","userCanDepositMoneyToHisOwnAccountTest()","","Sat May 23 19:34:45 UTC 2026","passed","Sat May 23 19:34:56 UTC 2026","","iteration2.ui.DepositAccountTest","iteration2.ui.DepositAccountTest","userCanDepositMoneyToHisOwnAccountTest"
"","3318","AuthUserCannotUpdateProfileWithInvalidNameTest(String, String) [2] name=John, errorValue=Name must contain two words with letters only","","Sat May 23 19:34:59 UTC 2026","passed","Sat May 23 19:35:02 UTC 2026","","iteration2.api.UpdateProfileTest","iteration2.api.UpdateProfileTest","AuthUserCannotUpdateProfileWithInvalidNameTest"
"","12263","userCannotDepositMoneyToNotHisAccountTest()","","Sat May 23 19:34:42 UTC 2026","passed","Sat May 23 19:34:54 UTC 2026","","iteration2.ui.DepositAccountTest","iteration2.ui.DepositAccountTest","userCannotDepositMoneyToNotHisAccountTest"
"","9413","userCanDepositInvalidMoneyToHisOwnAccountTest(double, String) Deposit -5000 should return error: ❌ Please enter a valid amount.","","Sat May 23 19:34:54 UTC 2026","passed","Sat May 23 19:35:03 UTC 2026","","iteration2.ui.DepositAccountTest","iteration2.ui.DepositAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTest"
"","4381","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) Deposit -5000 should return error: Invalid account or amount","","Sat May 23 19:34:51 UTC 2026","passed","Sat May 23 19:34:56 UTC 2026","","iteration2.api.DepositAccountTest","iteration2.api.DepositAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
