"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12726","AuthUserCanUpdateProfileNameTest()","","Sun May 24 08:42:50 UTC 2026","passed","Sun May 24 08:43:03 UTC 2026","","iteration2.ui.UpdateProfileTest","iteration2.ui.UpdateProfileTest","AuthUserCanUpdateProfileNameTest"
"","999","adminCanCreateUserWithInvalidDataTest(String, String, UserRole, String, List) [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Sun May 24 08:43:01 UTC 2026","passed","Sun May 24 08:43:02 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithInvalidDataTest"
"","1861","userCanGenerateAuthTokenTest()","","Sun May 24 08:43:03 UTC 2026","passed","Sun May 24 08:43:05 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","593","adminCanGenerateAuthTokenTest()","","Sun May 24 08:43:03 UTC 2026","passed","Sun May 24 08:43:03 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","2709","AuthUserCannotUpdateProfileWithInvalidNameTest(String, String) [1] name=Rope Block Tra, errorValue=Name must contain two words with letters only","","Sun May 24 08:43:07 UTC 2026","passed","Sun May 24 08:43:10 UTC 2026","","iteration2.api.UpdateProfileTest","iteration2.api.UpdateProfileTest","AuthUserCannotUpdateProfileWithInvalidNameTest"
"","11579","AuthUserCanTransferMoneyToNotHisAccountTest()","","Sun May 24 08:43:12 UTC 2026","passed","Sun May 24 08:43:24 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","AuthUserCanTransferMoneyToNotHisAccountTest"
"","3467","AuthUserCannotUpdateProfileWithInvalidNameTest(String, String) [2] name=John, errorValue=Name must contain two words with letters only","","Sun May 24 08:43:05 UTC 2026","passed","Sun May 24 08:43:09 UTC 2026","","iteration2.api.UpdateProfileTest","iteration2.api.UpdateProfileTest","AuthUserCannotUpdateProfileWithInvalidNameTest"
"","4666","userCanCreateAccountTest()","","Sun May 24 08:42:50 UTC 2026","passed","Sun May 24 08:42:55 UTC 2026","","iteration1.api.CreateAccountTest","iteration1.api.CreateAccountTest","userCanCreateAccountTest"
"","16727","AuthUserCannotUpdateProfileWithSameNameTest()","","Sun May 24 08:43:11 UTC 2026","passed","Sun May 24 08:43:27 UTC 2026","","iteration2.ui.UpdateProfileTest","iteration2.ui.UpdateProfileTest","AuthUserCannotUpdateProfileWithSameNameTest"
"","5190","userCanDepositMoneyToHisOwnAccountTest()","","Sun May 24 08:42:54 UTC 2026","passed","Sun May 24 08:43:00 UTC 2026","","iteration2.api.DepositAccountTest","iteration2.api.DepositAccountTest","userCanDepositMoneyToHisOwnAccountTest"
"","0","userCanDepositInvalidMoneyToHisOwnAccountTest(double, String)","","Sun May 24 08:42:55 UTC 2026","skipped","Sun May 24 08:42:55 UTC 2026","","iteration2.api.DepositAccountTest","iteration2.api.DepositAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTest"
"","5389","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) Deposit 5000.001 should return error: Deposit amount exceeds the 5000 limit","","Sun May 24 08:42:55 UTC 2026","passed","Sun May 24 08:43:00 UTC 2026","","iteration2.api.DepositAccountTest","iteration2.api.DepositAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","6120","adminCanLoginWithCorrectDataTest()","","Sun May 24 08:43:10 UTC 2026","passed","Sun May 24 08:43:16 UTC 2026","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","16686","AuthUserCanTransferMoneyToNotHisAccountTest()","","Sun May 24 08:43:03 UTC 2026","passed","Sun May 24 08:43:19 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","AuthUserCanTransferMoneyToNotHisAccountTest"
"","0","userCanDepositInvalidMoneyToHisOwnAccountTestV1(double, String)","","Sun May 24 08:43:10 UTC 2026","skipped","Sun May 24 08:43:10 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV1"
"","16870","AuthUserCannotTransferMoneyMoreThenExistTest()","","Sun May 24 08:42:54 UTC 2026","passed","Sun May 24 08:43:11 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","AuthUserCannotTransferMoneyMoreThenExistTest"
"","2413","adminCanCreateUserWithCorrectDataTest()","","Sun May 24 08:42:55 UTC 2026","passed","Sun May 24 08:42:58 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","7602","userCanDepositInvalidMoneyToHisOwnAccountTest(double, String) Deposit 5000.001 should return error: ❌ Please deposit less or equal to 5000$.","","Sun May 24 08:43:04 UTC 2026","passed","Sun May 24 08:43:11 UTC 2026","","iteration2.ui.DepositAccountTest","iteration2.ui.DepositAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTest"
"","5767","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) [3] amount=10000.01, errorValue=Transfer amount cannot exceed 10000","","Sun May 24 08:43:15 UTC 2026","passed","Sun May 24 08:43:21 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","14028","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) [1] amount=0.009, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sun May 24 08:42:50 UTC 2026","passed","Sun May 24 08:43:04 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","3548","AuthUserCanUpdateProfileNameTest()","","Sun May 24 08:43:04 UTC 2026","passed","Sun May 24 08:43:07 UTC 2026","","iteration2.api.UpdateProfileTest","iteration2.api.UpdateProfileTest","AuthUserCanUpdateProfileNameTest"
"","10044","adminCannotCreateUserWithInvalidDataTest()","","Sun May 24 08:43:10 UTC 2026","passed","Sun May 24 08:43:20 UTC 2026","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","3066","userCannotDepositMoneyToNotExistedAccountTest()","","Sun May 24 08:42:51 UTC 2026","passed","Sun May 24 08:42:54 UTC 2026","","iteration2.api.DepositAccountTest","iteration2.api.DepositAccountTest","userCannotDepositMoneyToNotExistedAccountTest"
"","5562","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) [2] amount=-10000, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sun May 24 08:43:10 UTC 2026","passed","Sun May 24 08:43:15 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","8396","AuthUserCannotUpdateProfileWithInvalidNameTest(String, String) [2] name=John, errorValue=Name must contain two words with letters only","","Sun May 24 08:43:03 UTC 2026","passed","Sun May 24 08:43:11 UTC 2026","","iteration2.ui.UpdateProfileTest","iteration2.ui.UpdateProfileTest","AuthUserCannotUpdateProfileWithInvalidNameTest"
"","2537","adminCanCreateUserWithInvalidDataTest(String, String, UserRole, String, List) [1] username=   , password=Password33$, role=USER, errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","Sun May 24 08:42:58 UTC 2026","passed","Sun May 24 08:43:00 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithInvalidDataTest"
"","5729","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) [1] amount=0.009, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sun May 24 08:43:04 UTC 2026","passed","Sun May 24 08:43:10 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","7543","AuthUserCannotTransferMoneyMoreThenExistTest()","","Sun May 24 08:43:11 UTC 2026","passed","Sun May 24 08:43:19 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","AuthUserCannotTransferMoneyMoreThenExistTest"
"","16893","AuthUserCannotUpdateProfileWithInvalidNameTest(String, String) [1] name=Rope Block Tra, errorValue=Name must contain two words with letters only","","Sun May 24 08:43:11 UTC 2026","passed","Sun May 24 08:43:28 UTC 2026","","iteration2.ui.UpdateProfileTest","iteration2.ui.UpdateProfileTest","AuthUserCannotUpdateProfileWithInvalidNameTest"
"","11238","userCannotDepositMoneyToNotHisAccountTest()","","Sun May 24 08:42:50 UTC 2026","passed","Sun May 24 08:43:02 UTC 2026","","iteration2.ui.DepositAccountTest","iteration2.ui.DepositAccountTest","userCannotDepositMoneyToNotHisAccountTest"
"","18033","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) [2] amount=-10000, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sun May 24 08:43:04 UTC 2026","passed","Sun May 24 08:43:22 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","9912","userCanDepositMoneyToHisOwnAccountTest()","","Sun May 24 08:42:54 UTC 2026","passed","Sun May 24 08:43:04 UTC 2026","","iteration2.ui.DepositAccountTest","iteration2.ui.DepositAccountTest","userCanDepositMoneyToHisOwnAccountTest"
"","12593","userCanLoginWithCorrectDataTest()","","Sun May 24 08:43:16 UTC 2026","passed","Sun May 24 08:43:29 UTC 2026","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","userCanLoginWithCorrectDataTest"
"","4059","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) Deposit -5000 should return error: Invalid account or amount","","Sun May 24 08:43:00 UTC 2026","passed","Sun May 24 08:43:04 UTC 2026","","iteration2.api.DepositAccountTest","iteration2.api.DepositAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
