"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2922","AuthUserCanUpdateProfileNameTest()","","Sat May 23 15:02:12 UTC 2026","passed","Sat May 23 15:02:15 UTC 2026","","iteration2.api.UpdateProfileTest","iteration2.api.UpdateProfileTest","AuthUserCanUpdateProfileNameTest"
"","6532","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) [2] amount=-10000, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sat May 23 15:02:15 UTC 2026","passed","Sat May 23 15:02:21 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","4","userCanDepositInvalidMoneyToHisOwnAccountTest(double, String)","","Sat May 23 15:02:02 UTC 2026","skipped","Sat May 23 15:02:02 UTC 2026","","iteration2.api.DepositAccountTest","iteration2.api.DepositAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTest"
"","0","userCanDepositInvalidMoneyToHisOwnAccountTestV1(double, String)","","Sat May 23 15:02:16 UTC 2026","skipped","Sat May 23 15:02:16 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV1"
"","10463","AuthUserCanTransferMoneyToNotHisAccountTest()","","Sat May 23 15:02:18 UTC 2026","passed","Sat May 23 15:02:29 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","AuthUserCanTransferMoneyToNotHisAccountTest"
"","4885","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) Deposit 5000.001 should return error: Deposit amount exceeds the 5000 limit","","Sat May 23 15:02:03 UTC 2026","passed","Sat May 23 15:02:08 UTC 2026","","iteration2.api.DepositAccountTest","iteration2.api.DepositAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","14510","AuthUserCannotTransferMoneyMoreThenExistTest()","","Sat May 23 15:02:01 UTC 2026","passed","Sat May 23 15:02:16 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","AuthUserCannotTransferMoneyMoreThenExistTest"
"","4122","AuthUserCannotUpdateProfileWithInvalidNameTest(String, String) [1] name=Rope Block Tra, errorValue=Name must contain two words with letters only","","Sat May 23 15:02:19 UTC 2026","passed","Sat May 23 15:02:23 UTC 2026","","iteration2.api.UpdateProfileTest","iteration2.api.UpdateProfileTest","AuthUserCannotUpdateProfileWithInvalidNameTest"
"","4546","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) Deposit -5000 should return error: Invalid account or amount","","Sat May 23 15:02:08 UTC 2026","passed","Sat May 23 15:02:12 UTC 2026","","iteration2.api.DepositAccountTest","iteration2.api.DepositAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","7677","userCanDepositMoneyToHisOwnAccountTest()","","Sat May 23 15:02:01 UTC 2026","passed","Sat May 23 15:02:09 UTC 2026","","iteration2.ui.DepositAccountTest","iteration2.ui.DepositAccountTest","userCanDepositMoneyToHisOwnAccountTest"
"","13731","adminCanCreateUserTest()","","Sat May 23 15:02:18 UTC 2026","passed","Sat May 23 15:02:32 UTC 2026","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCanCreateUserTest"
"","15736","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) [2] amount=-10000, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sat May 23 15:02:12 UTC 2026","passed","Sat May 23 15:02:28 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","9691","userCannotDepositMoneyToNotHisAccountTest()","","Sat May 23 15:01:58 UTC 2026","passed","Sat May 23 15:02:08 UTC 2026","","iteration2.ui.DepositAccountTest","iteration2.ui.DepositAccountTest","userCannotDepositMoneyToNotHisAccountTest"
"","1530","adminCanCreateUserWithCorrectDataTest()","","Sat May 23 15:02:03 UTC 2026","passed","Sat May 23 15:02:04 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","8892","userCanDepositInvalidMoneyToHisOwnAccountTest(double, String) Deposit -5000 should return error: ❌ Please enter a valid amount.","","Sat May 23 15:02:08 UTC 2026","passed","Sat May 23 15:02:17 UTC 2026","","iteration2.ui.DepositAccountTest","iteration2.ui.DepositAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTest"
"","5728","userCannotDepositMoneyToNotHisAccountTest()","","Sat May 23 15:02:02 UTC 2026","passed","Sat May 23 15:02:08 UTC 2026","","iteration2.api.DepositAccountTest","iteration2.api.DepositAccountTest","userCannotDepositMoneyToNotHisAccountTest"
"","15097","AuthUserCanTransferMoneyBetweenHisOwnAccountsTest()","","Sat May 23 15:02:16 UTC 2026","passed","Sat May 23 15:02:31 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","AuthUserCanTransferMoneyBetweenHisOwnAccountsTest"
"","13605","AuthUserCannotUpdateProfileWithInvalidNameTest(String, String) [1] name=Rope Block Tra, errorValue=Name must contain two words with letters only","","Sat May 23 15:02:11 UTC 2026","passed","Sat May 23 15:02:25 UTC 2026","","iteration2.ui.UpdateProfileTest","iteration2.ui.UpdateProfileTest","AuthUserCannotUpdateProfileWithInvalidNameTest"
"","5531","userCanDepositMoneyToHisOwnAccountTest()","","Sat May 23 15:02:02 UTC 2026","passed","Sat May 23 15:02:08 UTC 2026","","iteration2.api.DepositAccountTest","iteration2.api.DepositAccountTest","userCanDepositMoneyToHisOwnAccountTest"
"","631","adminCanCreateUserWithInvalidDataTest(String, String, UserRole, String, List) [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Sat May 23 15:02:09 UTC 2026","passed","Sat May 23 15:02:10 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithInvalidDataTest"
"","7023","adminCannotCreateUserWithInvalidDataTest()","","Sat May 23 15:02:17 UTC 2026","passed","Sat May 23 15:02:24 UTC 2026","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","0","AuthUserCannotUpdateProfileWithSameNameTest()","","Sat May 23 15:02:10 UTC 2026","skipped","Sat May 23 15:02:10 UTC 2026","","iteration2.ui.UpdateProfileTest","iteration2.ui.UpdateProfileTest","AuthUserCannotUpdateProfileWithSameNameTest"
"","2729","userCanGenerateAuthTokenTest()","","Sat May 23 15:02:11 UTC 2026","passed","Sat May 23 15:02:14 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","10592","userCanCreateAccountTest()","","Sat May 23 15:02:14 UTC 2026","passed","Sat May 23 15:02:24 UTC 2026","","iteration1.ui.CreateAccountTest","iteration1.ui.CreateAccountTest","userCanCreateAccountTest"
"","7360","userCanDepositInvalidMoneyToHisOwnAccountTest(double, String) Deposit 5000.001 should return error: ❌ Please deposit less or equal to 5000$.","","Sat May 23 15:02:09 UTC 2026","passed","Sat May 23 15:02:16 UTC 2026","","iteration2.ui.DepositAccountTest","iteration2.ui.DepositAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTest"
"","13888","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) [3] amount=10000.01, errorValue=Transfer amount cannot exceed 10000","","Sat May 23 15:02:16 UTC 2026","passed","Sat May 23 15:02:30 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","1033","adminCanCreateUserWithInvalidDataTest(String, String, UserRole, String, List) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Sat May 23 15:02:08 UTC 2026","passed","Sat May 23 15:02:09 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithInvalidDataTest"
"","4469","userCanCreateAccountTest()","","Sat May 23 15:01:58 UTC 2026","passed","Sat May 23 15:02:03 UTC 2026","","iteration1.api.CreateAccountTest","iteration1.api.CreateAccountTest","userCanCreateAccountTest"
"","851","adminCanCreateUserWithInvalidDataTest(String, String, UserRole, String, List) [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Sat May 23 15:02:09 UTC 2026","passed","Sat May 23 15:02:09 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithInvalidDataTest"
"","8356","AuthUserCannotUpdateProfileWithInvalidNameTest(String, String) [2] name=John, errorValue=Name must contain two words with letters only","","Sat May 23 15:02:10 UTC 2026","passed","Sat May 23 15:02:18 UTC 2026","","iteration2.ui.UpdateProfileTest","iteration2.ui.UpdateProfileTest","AuthUserCannotUpdateProfileWithInvalidNameTest"
"","13160","AuthUserCanUpdateProfileNameTest()","","Sat May 23 15:01:58 UTC 2026","passed","Sat May 23 15:02:11 UTC 2026","","iteration2.ui.UpdateProfileTest","iteration2.ui.UpdateProfileTest","AuthUserCanUpdateProfileNameTest"
"","7313","AuthUserCannotTransferMoneyMoreThenExistTest()","","Sat May 23 15:02:18 UTC 2026","passed","Sat May 23 15:02:25 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","AuthUserCannotTransferMoneyMoreThenExistTest"
"","0","userCanDepositInvalidMoneyToHisOwnAccountTestV1(double, String)","","Sat May 23 15:02:24 UTC 2026","skipped","Sat May 23 15:02:24 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV1"
"","4740","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) [1] amount=0.009, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sat May 23 15:02:10 UTC 2026","passed","Sat May 23 15:02:15 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
