"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4568","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) [3] amount=10000.01, errorValue=Transfer amount cannot exceed 10000","","Sat May 23 16:44:27 UTC 2026","passed","Sat May 23 16:44:32 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","7706","adminCanLoginWithCorrectDataTest()","","Sat May 23 16:44:30 UTC 2026","passed","Sat May 23 16:44:38 UTC 2026","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","9390","AuthUserCannotUpdateProfileWithInvalidNameTest(String, String) [2] name=John, errorValue=Name must contain two words with letters only","","Sat May 23 16:44:16 UTC 2026","passed","Sat May 23 16:44:26 UTC 2026","","iteration2.ui.UpdateProfileTest","iteration2.ui.UpdateProfileTest","AuthUserCannotUpdateProfileWithInvalidNameTest"
"","491","adminCanCreateUserWithInvalidDataTest(String, String, UserRole, String, List) [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Sat May 23 16:44:14 UTC 2026","passed","Sat May 23 16:44:15 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithInvalidDataTest"
"","10320","userCannotDepositMoneyToNotHisAccountTest()","","Sat May 23 16:44:02 UTC 2026","passed","Sat May 23 16:44:13 UTC 2026","","iteration2.ui.DepositAccountTest","iteration2.ui.DepositAccountTest","userCannotDepositMoneyToNotHisAccountTest"
"","8231","userCanLoginWithCorrectDataTest()","","Sat May 23 16:44:30 UTC 2026","passed","Sat May 23 16:44:39 UTC 2026","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","userCanLoginWithCorrectDataTest"
"","10099","AuthUserCanTransferMoneyToNotHisAccountTest()","","Sat May 23 16:44:20 UTC 2026","passed","Sat May 23 16:44:30 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","AuthUserCanTransferMoneyToNotHisAccountTest"
"","3302","AuthUserCannotUpdateProfileWithInvalidNameTest(String, String) [2] name=John, errorValue=Name must contain two words with letters only","","Sat May 23 16:44:25 UTC 2026","passed","Sat May 23 16:44:29 UTC 2026","","iteration2.api.UpdateProfileTest","iteration2.api.UpdateProfileTest","AuthUserCannotUpdateProfileWithInvalidNameTest"
"","1059","adminCanCreateUserWithInvalidDataTest(String, String, UserRole, String, List) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Sat May 23 16:44:12 UTC 2026","passed","Sat May 23 16:44:13 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithInvalidDataTest"
"","5025","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) Deposit -5000 should return error: Invalid account or amount","","Sat May 23 16:44:12 UTC 2026","passed","Sat May 23 16:44:17 UTC 2026","","iteration2.api.DepositAccountTest","iteration2.api.DepositAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","2843","adminCanCreateUserWithInvalidDataTest(String, String, UserRole, String, List) [1] username=   , password=Password33$, role=USER, errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","Sat May 23 16:44:09 UTC 2026","passed","Sat May 23 16:44:12 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanCreateUserWithInvalidDataTest"
"","16345","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) [2] amount=-10000, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sat May 23 16:44:18 UTC 2026","passed","Sat May 23 16:44:34 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","10864","userCanCreateAccountTest()","","Sat May 23 16:44:18 UTC 2026","passed","Sat May 23 16:44:28 UTC 2026","","iteration1.ui.CreateAccountTest","iteration1.ui.CreateAccountTest","userCanCreateAccountTest"
"","4256","AuthUserCannotTransferMoneyMoreThenExistTest()","","Sat May 23 16:44:19 UTC 2026","passed","Sat May 23 16:44:24 UTC 2026","","iteration2.api.TransferAccountTest","iteration2.api.TransferAccountTest","AuthUserCannotTransferMoneyMoreThenExistTest"
"","2285","userCanGenerateAuthTokenTest()","","Sat May 23 16:44:15 UTC 2026","passed","Sat May 23 16:44:18 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","10106","adminCanCreateUserTest()","","Sat May 23 16:44:32 UTC 2026","passed","Sat May 23 16:44:42 UTC 2026","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCanCreateUserTest"
"","12651","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) [3] amount=10000.01, errorValue=Transfer amount cannot exceed 10000","","Sat May 23 16:44:22 UTC 2026","passed","Sat May 23 16:44:34 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","463","adminCanGenerateAuthTokenTest()","","Sat May 23 16:44:15 UTC 2026","passed","Sat May 23 16:44:15 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","17248","AuthUserCanTransferMoneyToNotHisAccountTest()","","Sat May 23 16:44:15 UTC 2026","passed","Sat May 23 16:44:32 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","AuthUserCanTransferMoneyToNotHisAccountTest"
"","19762","AuthUserCannotUpdateProfileWithSameNameTest()","","Sat May 23 16:44:15 UTC 2026","broken","Sat May 23 16:44:35 UTC 2026","","iteration2.ui.UpdateProfileTest","iteration2.ui.UpdateProfileTest","AuthUserCannotUpdateProfileWithSameNameTest"
"","11378","adminCannotCreateUserWithInvalidDataTest()","","Sat May 23 16:44:28 UTC 2026","passed","Sat May 23 16:44:40 UTC 2026","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","0","userCanDepositInvalidMoneyToHisOwnAccountTestV1(double, String)","","Sat May 23 16:44:22 UTC 2026","skipped","Sat May 23 16:44:22 UTC 2026","","iteration2.ui.TransferAccountTest","iteration2.ui.TransferAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV1"
"","5767","userCanDepositMoneyToHisOwnAccountTest()","","Sat May 23 16:44:06 UTC 2026","passed","Sat May 23 16:44:12 UTC 2026","","iteration2.api.DepositAccountTest","iteration2.api.DepositAccountTest","userCanDepositMoneyToHisOwnAccountTest"
"","5587","userCanDepositInvalidMoneyToHisOwnAccountTestV2(double, String) Deposit 5000.001 should return error: Deposit amount exceeds the 5000 limit","","Sat May 23 16:44:07 UTC 2026","passed","Sat May 23 16:44:13 UTC 2026","","iteration2.api.DepositAccountTest","iteration2.api.DepositAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTestV2"
"","2992","userCannotDepositMoneyToNotExistedAccountTest()","","Sat May 23 16:44:03 UTC 2026","passed","Sat May 23 16:44:06 UTC 2026","","iteration2.api.DepositAccountTest","iteration2.api.DepositAccountTest","userCannotDepositMoneyToNotExistedAccountTest"
"","8773","userCanDepositInvalidMoneyToHisOwnAccountTest(double, String) Deposit 5000.001 should return error: ❌ Please deposit less or equal to 5000$.","","Sat May 23 16:44:13 UTC 2026","passed","Sat May 23 16:44:22 UTC 2026","","iteration2.ui.DepositAccountTest","iteration2.ui.DepositAccountTest","userCanDepositInvalidMoneyToHisOwnAccountTest"
"","9366","userCanDepositMoneyToHisOwnAccountTest()","","Sat May 23 16:44:06 UTC 2026","passed","Sat May 23 16:44:15 UTC 2026","","iteration2.ui.DepositAccountTest","iteration2.ui.DepositAccountTest","userCanDepositMoneyToHisOwnAccountTest"
"","6297","userCannotDepositMoneyToNotHisAccountTest()","","Sat May 23 16:44:07 UTC 2026","passed","Sat May 23 16:44:13 UTC 2026","","iteration2.api.DepositAccountTest","iteration2.api.DepositAccountTest","userCannotDepositMoneyToNotHisAccountTest"
